uid,correct,time,style,correctI,correctS,device,csexp,
22,true,12256.99999999997,camelcase,2,ruby is cool,touch,no,
22,true,17695,camelcase,3,orientation test,touch,no,
22,true,8158,kebabcase,2,move over there,touch,no,
22,true,25841.00000000003,camelcase,1,conjugate gradient descent,touch,no,
22,true,22258,kebabcase,1,medial axis transform,touch,no,
22,false,16309,camelcase,2,large data set,touch,no,
22,true,13441,kebabcase,1,feedforward neural network,touch,no,
22,true,28986,kebabcase,3,counter clockwise,touch,no,
22,true,10579,kebabcase,3,origin point,touch,no,
22,true,23845,kebabcase,2,euclidean distance,touch,no,
22,true,9642.000000000058,camelcase,1,turing machine,touch,no,
22,true,13066,camelcase,0,singleton factory,touch,no,
22,true,11416.999999999942,kebabcase,0,train test split,touch,no,
22,true,4850,kebabcase,3,up down right,touch,no,
22,true,8300.999999999942,kebabcase,0,delaunay triangulation,touch,no,
22,true,6880,camelcase,1,sin cos tan,touch,no,
22,true,28216,camelcase,0,new fixed thread pool,touch,no,
22,false,5497,kebabcase,3,terminate experiment!,touch,no,
23,true,6238.600000023842,camelcase,1,event bus,touch,no,
23,false,6973,camelcase,2,add event listener,touch,no,
23,true,3696.2000000476837,kebabcase,3,get by class,touch,no,
23,true,13988.199999928474,kebabcase,0,cookie clicker,touch,no,
23,true,8823.600000023842,camelcase,0,word array,touch,no,
23,true,16080,camelcase,2,is outer face,touch,no,
23,true,9163.099999904633,camelcase,2,ruby is cool,touch,no,
23,false,4688.099999904633,camelcase,3,orientation test,touch,no,
23,true,2289,kebabcase,2,move over there,touch,no,
23,true,8217,camelcase,1,conjugate gradient descent,touch,no,
23,true,9391.200000047684,kebabcase,1,medial axis transform,touch,no,
23,true,6620.399999976158,camelcase,2,large data set,touch,no,
23,true,12972.299999952316,kebabcase,1,feedforward neural network,touch,no,
23,true,8329.600000023842,kebabcase,3,counter clockwise,touch,no,
23,true,4899.5,kebabcase,3,origin point,touch,no,
23,true,13769.600000023842,kebabcase,2,euclidean distance,touch,no,
23,true,2910.0999999046326,camelcase,1,turing machine,touch,no,
23,true,4425.700000047684,camelcase,0,singleton factory,touch,no,
23,true,3728.600000023842,kebabcase,0,train test split,touch,no,
23,true,2774.5,kebabcase,3,up down right,touch,no,
23,true,7415.800000071526,kebabcase,0,delaunay triangulation,touch,no,
23,true,5677.699999928474,camelcase,1,sin cos tan,touch,no,
23,true,12790.699999928474,camelcase,0,new fixed thread pool,touch,no,
23,true,6910.799999952316,kebabcase,3,terminate experiment!,touch,no,
24,true,1523.300000000745,camelcase,1,event bus,mouse,yes,
24,false,1412.5,camelcase,2,add event listener,mouse,yes,
24,true,2556.400000002235,kebabcase,3,get by class,mouse,yes,
24,true,1654,kebabcase,0,cookie clicker,mouse,yes,
24,true,1718,camelcase,0,word array,mouse,yes,
24,false,1470,camelcase,2,is outer face,mouse,yes,
24,true,2421.900000002235,camelcase,2,ruby is cool,mouse,yes,
24,true,2437.400000002235,camelcase,3,orientation test,mouse,yes,
24,true,1681.699999999255,kebabcase,2,move over there,mouse,yes,
24,true,2211.800000000745,camelcase,1,conjugate gradient descent,mouse,yes,
24,true,3906.400000002235,kebabcase,1,medial axis transform,mouse,yes,
24,false,4100.800000000745,camelcase,2,large data set,mouse,yes,
24,true,3111.699999999255,kebabcase,1,feedforward neural network,mouse,yes,
24,true,4414,kebabcase,3,counter clockwise,mouse,yes,
24,true,2122.199999999255,kebabcase,3,origin point,mouse,yes,
24,true,1612.800000000745,kebabcase,2,euclidean distance,mouse,yes,
24,true,2228.7999999970198,camelcase,1,turing machine,mouse,yes,
24,true,2341.800000000745,camelcase,0,singleton factory,mouse,yes,
24,true,1259.9000000022352,kebabcase,0,train test split,mouse,yes,
24,true,2045.9000000022352,kebabcase,3,up down right,mouse,yes,
24,false,3544.60000000149,kebabcase,0,delaunay triangulation,mouse,yes,
24,true,2397.900000002235,camelcase,1,sin cos tan,mouse,yes,
24,true,2023.8999999985099,camelcase,0,new fixed thread pool,mouse,yes,
24,false,3052,kebabcase,3,terminate experiment!,mouse,yes,
25,true,1317,kebabcase,1,event bus,trackpad,no,
25,false,1630,kebabcase,2,add event listener,trackpad,no,
25,true,3108.0000000000146,camelcase,3,get by class,trackpad,no,
25,true,3371,camelcase,0,cookie clicker,trackpad,no,
25,true,1166,kebabcase,0,word array,trackpad,no,
25,false,2261,kebabcase,2,is outer face,trackpad,no,
25,true,2443,kebabcase,2,ruby is cool,trackpad,no,
25,true,4101.999999999985,kebabcase,3,orientation test,trackpad,no,
25,true,5526,camelcase,2,move over there,trackpad,no,
25,true,7896,kebabcase,1,conjugate gradient descent,trackpad,no,
25,true,4144,camelcase,1,medial axis transform,trackpad,no,
25,false,1696,kebabcase,2,large data set,trackpad,no,
25,true,12350.00000000003,camelcase,1,feedforward neural network,trackpad,no,
25,true,9585,camelcase,3,counter clockwise,trackpad,no,
25,true,6200,camelcase,3,origin point,trackpad,no,
25,true,16105,camelcase,2,euclidean distance,trackpad,no,
25,true,2685,kebabcase,1,turing machine,trackpad,no,
25,true,1375,kebabcase,0,singleton factory,trackpad,no,
25,true,2667,camelcase,0,train test split,trackpad,no,
25,true,2555,camelcase,3,up down right,trackpad,no,
25,true,2070,camelcase,0,delaunay triangulation,trackpad,no,
25,true,3420,kebabcase,1,sin cos tan,trackpad,no,
25,true,4317,kebabcase,0,new fixed thread pool,trackpad,no,
25,false,3199,camelcase,3,terminate experiment!,trackpad,no,
